1.450973115799861039e-02	1.265639083539099943e-02	2.133415826079523153e-02
1.441407088255395111e-02	2.941924462159426022e-03	1.843859135399065693e-02
1.069539855234912656e-01	7.550658099632403912e-03	1.067616898548411422e-02
1.333653060919079078e-02	4.581067514253731911e-03	2.560223422727492953e-02
1.160090242623474169e-03	2.050932714863980017e-04	4.573821962645613012e-03
2.123842596844409750e-03	2.968045363464081091e-04	1.135601374292218198e-02
3.098851255306382495e-03	2.557643210793522463e-04	1.503041258156457421e-02
1.088323807367251378e-03	1.058948691377083635e-04	1.194154007927992860e-02
8.756126769255682951e-03	7.801388713604686059e-05	2.927003407466731866e-03
9.952126232265965516e-03	1.887134894279114954e-04	9.890616788218790228e-03
2.794399358640473063e-02	1.677684096837425684e-05	4.473262800397129202e-03
1.208013662921063498e-02	5.051595632584135768e-04	8.456579269672904325e-03
6.311440939224145373e-05	2.440636849046527653e-05	4.229619167185102134e-03
4.767020688337682277e-03	2.236574373122980446e-04	4.892361736169307390e-03
3.487048372032766977e-03	2.474981884222005591e-06	1.112542223728882687e-02
4.271925081654051777e-03	2.688765951554991890e-04	1.191283323663344315e-02
1.164097684588150279e-03	5.220474520929634186e-04	2.445210640293467644e-02
3.379690275288930838e-03	6.921709547873108274e-04	2.058218460283462933e-02
3.834706008527338783e-03	2.584539379294979711e-04	5.918760941283835071e-03
3.406878314727333941e-03	5.756713783913205941e-04	1.756336779253332009e-02
1.967066000873817736e-04	9.810067271841425244e-04	1.127589014494104029e-02
2.517051268719662158e-03	6.594713271046744171e-04	1.304279376110808152e-02
1.330939252319389779e-04	4.624612570348958659e-04	6.579834817182470680e-03
7.100725249612135654e-04	1.499875279050377763e-03	1.661728039536884000e-02
2.543029851982288661e-02	5.913040974365760434e-03	1.222087669423834073e-02
3.713062167918292772e-02	3.207201628961045374e-03	9.642751717686814245e-03
1.269741338982434686e-01	4.026225570212392524e-03	3.414453285516047022e-03
2.789796999977795997e-02	2.424082719464704105e-03	9.217833497618028310e-03
1.252336040519716649e-03	3.072965116358091658e-04	3.843641790686044054e-03
2.712944095224701941e-03	6.105144462758416287e-04	6.199551598898691250e-03
1.401924293434669280e-03	7.916329771424855904e-05	8.517889060466006176e-03
1.359416496446634462e-03	5.566838844447562391e-05	7.038086876264407210e-03
2.619834774245426157e-02	1.089053306975293800e-04	3.809049645313589681e-04
1.140369426878345624e-02	8.192772871593177102e-05	5.462070666769098561e-03
1.978525085687211221e-02	1.433523750180292096e-04	2.144089633753963869e-03
1.853824371710370220e-02	9.323595567145070496e-05	4.343050945086114611e-03
3.184580919165819093e-04	2.325079270431712746e-05	4.107234454346814917e-03
1.537594295127189814e-03	1.997353024483479531e-05	4.316432194726126104e-03
9.533919306921931737e-04	5.265838030798466344e-06	8.669430891985289989e-03
2.545401853282852449e-03	0.000000000000000000e+00	4.185616543743749321e-03
9.015479852527290587e-04	3.060258489925523143e-02	1.615174486997941750e-02
4.577695849552991872e-03	1.469787239677132658e-02	2.542951974308874097e-02
2.446606379994060998e-03	5.246374307622324144e-03	6.187015576711164637e-03
3.790368877089329673e-03	1.400793555883831851e-02	2.604785818912691217e-02
6.469400116400104746e-06	1.347874233305607072e-01	3.187931878673062446e-03
3.671090702399876749e-140	4.435549151833901443e-02	1.777344937310254558e-02
6.058434867923172235e-05	1.420074167921873964e-02	6.589613745677728139e-03
1.195754446471617208e-04	1.662096719180907456e-01	1.253831980302369010e-02
4.110673014458721131e-03	2.379067379233287816e-01	8.710496911515751982e-125
1.621673397536108410e-02	6.358573029112958575e-02	2.532385972724482057e-02
6.685776372126370215e-02	6.838471379149770046e-02	1.622377872166162792e-03
7.819514564261793171e-03	1.200507781191738343e-01	8.350750980401782861e-03
3.507701250378565758e-03	2.338479584742383715e-04	4.475524713141474514e-03
2.038846243134272238e-03	3.328157636394407756e-04	6.558045407367661499e-03
5.358442844753155384e-04	3.794191618689364613e-05	6.586777905161714068e-03
1.045255386742687280e-03	1.122311630183697755e-04	9.674528853574034318e-03
7.054549211049426435e-03	1.960297350750952376e-04	4.882685852564179300e-03
9.975040215568343679e-03	4.062587800026530691e-04	8.557195950988135541e-03
9.187503581332434957e-03	3.311937596507367088e-04	2.773538120533883527e-03
7.337043033153106686e-03	1.452963469729176007e-04	6.893833997173194096e-03
3.569425672084743475e-05	9.633947741490681590e-05	5.659905826025597546e-03
1.209545892718647073e-03	3.003947575667829570e-04	5.411046047154468783e-03
1.414752614019125932e-03	2.801101741058693428e-04	6.190410319983600737e-03
1.327870121409851232e-03	1.270010890137451181e-04	9.601307062799350686e-03
