method,parameters,n_components,clustering,average_score
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.1515414302000895
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.16382152050184776
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.14238929247949525
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.18538071002498643
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.1524291511922209
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.2022775545518078
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.17375819511544432
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.2990000929891319
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.1865347522516761
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.27204643356631386
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.1660227861012051
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.16891752381859615
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.3671193699265265
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.18282948362868942
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.13843472567794146
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.18392648550818894
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.17267247676888464
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.37104933672295304
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.194601072509485
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.1763363903121146
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.1543368596178391
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.18955811271885462
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.3597282490077047
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.17065231460419444
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.2224299916550067
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.16148056204499056
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.17199155074122463
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.38789051722152224
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.17198157792532076
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.17537318178961614
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.24516239040954454
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.16789806506432828
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.38581426880273834
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.1695290563239552
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.22590903549130442
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.1435319770293637
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.16504153409671785
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.34042612260985095
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 5}",5,gmm,0.1709356887742407
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,kmeans,0.21380982811159263
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,spectral,0.11323796430672273
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,agglomerative,0.18875052058340622
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,hdbscan,0.3778365279903342
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 8}",5,gmm,0.21462727116775127
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,kmeans,0.18349546587256896
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.16051100161532858
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.16474306507323105
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.35393349096172366
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 10}",5,gmm,0.2199620419078574
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,kmeans,0.2468163406180638
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,spectral,0.160376195997258
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,agglomerative,0.17366278442949942
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,hdbscan,0.13955316501398585
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 15}",5,gmm,0.2533995636499406
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.2196308043986275
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.17830858685999992
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.17042329266020445
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.37088984776992795
UMAP,"{'init': 'pca', 'metric': 'correlation', 'min_dist': 0.1, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.15538341135427797
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.1484776066640096
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.07207733599465461
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.15201670052007973
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.3733487699191267
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.20971698447870946
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.1961481737725647
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.08213289828369007
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.18019660770060192
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.34691949382839943
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.18994630684962716
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.18831770775187762
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.07522529178489101
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.12964995894711234
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.31135219767303235
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.18663404334323386
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.19366839633487537
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.11276278387319742
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.189108718330183
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.26334308197002965
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.19688926807625592
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.1682293356536298
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.2534122615412275
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.21405523757535777
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.13501250743085624
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.1597744807526764
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,kmeans,0.18869074774133718
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,spectral,0.07888487119429913
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,agglomerative,0.14514718905552967
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,hdbscan,0.3434001595761017
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 5}",3,gmm,0.1932870926424717
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,kmeans,0.1848609963879792
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,spectral,0.12317551001002756
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,agglomerative,0.1621215965314986
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,hdbscan,0.33597173337304365
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 8}",3,gmm,0.1978504313656071
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,kmeans,0.16185392363259474
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,spectral,0.06571616839011316
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,agglomerative,0.15001732392037626
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,hdbscan,0.15000728669773666
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 10}",3,gmm,0.16211356109469088
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,kmeans,0.19406846180547682
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,spectral,0.12429017033887632
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,agglomerative,0.1641590334856724
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,hdbscan,0.15000728669773666
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 15}",3,gmm,0.17775147429753302
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,kmeans,0.20030169171886833
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,spectral,0.1546712465161139
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,agglomerative,0.14863821000234756
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,hdbscan,0.15052589294315744
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 3, 'n_neighbors': 20}",3,gmm,0.17705530176372913
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,kmeans,0.1567682682072334
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,spectral,0.05843371774437177
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,agglomerative,0.14185953518946914
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,hdbscan,0.1491771379368974
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 5}",4,gmm,0.19708251376349015
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,kmeans,0.18441906952684345
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,spectral,0.23189790187458054
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,agglomerative,0.17043530574080906
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,hdbscan,0.3481130297650463
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 8}",4,gmm,0.16821435211493113
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,kmeans,0.21572984327897232
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,spectral,0.10620350265112821
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,agglomerative,0.1649178628792395
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,hdbscan,0.3445888654964795
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 10}",4,gmm,0.15066396064262555
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,kmeans,0.16126599749737158
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,spectral,0.1792824864216906
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,agglomerative,0.15624939680406388
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,hdbscan,0.34372862293709716
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 15}",4,gmm,0.20210267362083784
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,kmeans,0.20109878395884842
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,spectral,0.15352355641887863
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,agglomerative,0.199838663206679
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,hdbscan,0.35167499474651864
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 4, 'n_neighbors': 20}",4,gmm,0.17366770087572242
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,kmeans,0.20720445736974255
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,spectral,0.21297863114318646
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,agglomerative,0.15410383207300707
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,hdbscan,0.3434001595761017
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 5}",5,gmm,0.17982132406686605
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,kmeans,0.1367926521273412
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,spectral,0.07841336724840386
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,agglomerative,0.15308383162124792
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,hdbscan,0.34301218034142034
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 8}",5,gmm,0.1497107875475226
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,kmeans,0.16293866229919954
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,spectral,0.17707665462373462
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,agglomerative,0.17255654762841924
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,hdbscan,0.34153935959591536
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 10}",5,gmm,0.14066193053025955
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,kmeans,0.20695118286987693
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,spectral,0.23580136086375864
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,agglomerative,0.17107894104206428
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,hdbscan,0.3481130297650463
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 15}",5,gmm,0.1472913323393622
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,kmeans,0.20774772671640368
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,spectral,0.1622760060462126
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,agglomerative,0.18954894006765466
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,hdbscan,0.3036172463026692
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.001, 'n_components': 5, 'n_neighbors': 20}",5,gmm,0.1925618415534111
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,kmeans,0.18221061060904292
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,spectral,0.06662405016124599
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,agglomerative,0.13305358066031625
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,hdbscan,0.3071656891927341
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 5}",2,gmm,0.15298708310306225
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,kmeans,0.21835079058342388
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,spectral,0.13205112158101548
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,agglomerative,0.1549316092363101
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,hdbscan,0.3665731909529848
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 8}",2,gmm,0.14962492894193083
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,kmeans,0.16452361266123217
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,spectral,0.13610838643532427
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,agglomerative,0.16007246725354063
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,hdbscan,0.320584880805672
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 10}",2,gmm,0.16709508891556105
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,kmeans,0.18145407384155593
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,spectral,0.12888204644731355
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,agglomerative,0.14177641299662277
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,hdbscan,0.16325869709844448
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 15}",2,gmm,0.18973695192163326
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,kmeans,0.1993411735652861
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,spectral,0.1728230583220829
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,agglomerative,0.14730340826924435
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,hdbscan,0.15691621194256508
UMAP,"{'init': 'random', 'metric': 'euclidean', 'min_dist': 0.01, 'n_components': 2, 'n_neighbors': 20}",2,gmm,0.18803959930034092
